prompt,prompt_len,target
"Britain’s New £5 Note, Stronger and Safer, Isn’t Suitable for Vegetarians.",21,0
"Netanyahu, Facing Tough Israel Election, Pledges to Annex a Third of West Bank.",20,1
"Tragedy in Detroit, With Reality TV Crew in Tow.",13,0
Virus Gains Steam Across Latin America.,8,0
Trump Plan Would Curtail Protections for Detained Immigrants.,13,1
"Carrying On a Presidential Tradition, One Leisurely Round at a Time.",15,0
Navy SEALs Were Warned Against Reporting Their Chief for War Crimes.,15,1
Trump Officials Reverse Obama’s Policy on Affirmative Action in Schools.,14,1
Costly Aircraft Suggests Cuts Won’t Be Easy.,13,1
Marine’s Death in a Secret Iraqi Base Reflects a Quietly Expanding U.S. Role.,22,1
Israeli Defense Minister Keeps All Options Open on Iran.,11,0
Biden’s Choice of Vilsack for U.S.D.A. Raises Fears for Small Farmers.,24,1
"Down in the Delta, Outsiders Who Arrived to Teach Now Find a Home.",17,0
Electorate Reverts to a Partisan Divide as Obama’s Support Narrows.,19,0
Reaction to Ferguson Decision Shows Racial Divide Remains Over Views of Justice.,14,1
"Jack Shaheen, Who Resisted and Cataloged Stereotyping of Arabs, Dies at 81.",22,0
U.N. Reports Decrease in New H.I.V. Infections.,17,0
"Contractor for Health Portal Replaced, but Says ‘We Were Not Fired’.",15,0
"Stacey Abrams Wins Georgia Democratic Primary for Governor, Making History.",13,1
Syrian Rebels Make Inroads With Help of Armed Fighters.,13,1
Allies Warn Trump of Conservative Revolt Unless He Backs Off Sessions.,15,1
"Zuma to Face No-Confidence Vote, This Time by Secret Ballot.",16,0
Obama Cites Afghan Gains as Report Says Exit Is on Track.,14,1
Iraq War Marks First Month With No U.S. Military Deaths.,15,0
Toll in Attack on Yemen Military Base Rises to at Least 76.,16,0
ISIS-Linked Indonesian Jail Riot Ends as Police Raid Cellblock.,14,0
"Under Trump, E.P.A. Has Slowed Actions Against Polluters, and Put Limits on Enforcement Officers.",25,1
Judge Throws Out Most Serious Charges in Penn State Hazing Case.,14,0
"Trump Deflects Questions About Taxes, but First Debate Has a New Issue.",17,1
Texas Open-Carry Laws Blurred Lines Between Suspects and Marchers.,16,1
"Rachel Dolezal, in Center of Storm, Is Defiant: ‘I Identify as Black’.",20,1
Deaths Mount as Protests Catch Iraqi Government Off Guard.,12,0
"Unruly Factions Hurt Taliban’s Bid to Capture Afghan Hearts, and Territory.",18,1
Afghan Sign of Progress Turns Out to Be Error.,11,0
Erosion of Argentine Peso Sends a Shudder Through Latin America.,13,0
Potential Power Shift as Court Weighs ‘One Person One Vote’.,14,1
"Phyllis Schlafly, ‘First Lady’ of a Political March to the Right, Dies at 92.",23,1
How a Poisoning in Bulgaria Exposed Russian Assassins in Europe.,14,1
"Qaeda Leaders in Iraq Neutralized, U.S. Says.",14,0
"To Build a Ski Resort Under U.N. Sanctions, North Korea Turned to China.",19,0
Theresa May Is Poised to Be Britain’s Next Prime Minister.,15,1
Election Exit Polls Reveal a Starkly Divided Nation.,11,0
Deaths at West Virginia Mine Raise Issues About Safety.,11,1
"Alfred Alberts, Unsung Father of a Cholesterol Drug, Dies at 87.",19,0
"For Some Italians, the Future of Work Looks Like the Past.",14,0
"Voice Is Strained, but Support on the Trail Unstinting.",15,0
"‘Constant Drumbeat’
Sped the Pope’s Exit.",16,1
"New Video Surfaces Showing Trudeau in Blackface, Compounding Scandal.",14,1
Defense Department Plans New Intelligence Gathering Service.,9,0
Georgia: Shootout in Abkhazia.,10,0
An Afghan Comes Home to a Massacre.,9,1
Palestinians Split in Gaza as Hamas Blocks Fatah Rally.,14,0
Canada Vote on Marijuana Paves the Way for Legalization.,13,0
India’s Muslims Wary of Rising Political Star.,12,0
"Weakened Democrats Bow to Voters, Opting for Total War on Trump.",17,1
State Dept. Moves to Shut Office Planning Afghanistan Strategy.,12,0
"John Conyers Jr., Longest-Serving African-American in Congressional History, Dies at 90.",22,0
Some Bright Green Lawns in California Require No Water.,12,0
From Cuba to Miami by Providence and a Homemade Boat.,12,1
"Saudi Women Can Drive, but Here’s the Real Roadblock.",15,1
New District Maps Toughen Democrats’ Race for House.,12,1
Reporter Turned White House Spokesman Enjoys the Hot Seat.,13,0
Tension and Confusion Linger in Gaza Strip After Cease-Fire.,14,1
"How a U.S. Airstrike Missed ISIS, but Damaged U.S. Policy in Syria.",23,1
Democrats Say U.S. Is Better Off Than Four Years Ago.,15,1
Cuba Offers Its Citizens Better Access to Internet.,10,0
Trump Publicly Urges China to Investigate the Bidens.,13,1
Millions Have Lost Health Insurance in Pandemic-Driven Recession.,12,0
"Syria Cease-Fire Must Take Effect Immediately, U.N. Chief Warns.",19,0
"For Russians Abroad, a Ruble Doesn’t Go as Far as It Used To .",19,0
Hidden Toll: Mexico Ignores Wave of Coronavirus Deaths in Capital.,15,1
G.O.P. Senate Leaders Avert Debt Ceiling Crisis.,15,1
U.S. Report Accuses China and Russia of Internet Spying.,16,0
Florida Set for New Cut in Spending on Colleges.,11,0
Seeking Answers After Youth’s Death in Police Stop.,12,0
No Argument: Thomas Keeps 5-Year Silence.,12,1
‘Hermit of the Jungle’ Guards a Brazilian Ghost City Rich in History.,17,0
"Parents, Students and Teachers Give Britain a Failing Grade Over Exam Results.",15,0
Admissions Scandal: When ‘Hard Work’ (Plus $6.5 Million) Helps Get You Into Stanford.,23,1
"Marie Ponsot, Poet of Love, Divorce and Family, Dies at 98.",19,0
"Trump, Ukraine and Impeachment: The Inside Story of How We Got Here.",18,1
Yemenis in Desperate Need of Food and Fuel After Weeks of Airstrikes.,18,1
Inside Trump’s Hour-by-Hour Battle for Self-Preservation.,17,1
"In Colorado, Bustling With Shoppers, Then Gripped by Chaos.",16,1
A Battle to Define Democracy.,7,0
U.S. Outpost in Cuba to Step Out of the Shadows.,16,1
Congo Lurches Toward a New Crisis as Leader Tries to Crush a Rival.,16,1
"In Thailand’s Schools, Vestiges of Military Rule.",13,0
"Michael Flynn, Anti-Islamist Ex-General, Offered Security Post, Trump Aide Says.",20,1
"U.S. to Release 6,000 Inmates From Prisons.",18,1
Rightward Tilt Leaves Obama With Party Rift.,10,1
Chinese Insider Offers Rare Glimpse of U.S.-China Frictions.,17,0
Attack Kills More Than 30 in Western China Market.,13,0
"Online Talk, Suicides and a Thorny Court Case.",13,1
The Fight for Wisconsin Is On as Outside Money Pours Into Senate Race.,16,1
Navy Deploying Laser Weapon Prototype Near Iran.,10,0
"Dominick Argento, ‘Traditionalist’ Composer of Operas, Dies at 91.",21,0
Greenpeace Activists May Face Russian Piracy Charges.,12,0
"In Baghdad, Closing a 5-Star Retreat.",12,0
Hurricane Isaac Makes Landfall Along Gulf Coast.,10,1
"To Court Blacks, Foes of Abortion Make Racial Case.",13,1
Revolt Leaders Cite Failure to Uproot Old Order in Egypt.,15,1
Pope Francis Condemns ‘Genocide’ of Armenians Before Visit to Memorial.,16,0
Turkey’s Parliament Backs Military Measures on Syria.,12,0
The Cost of Running Guantánamo Bay: $13 Million Per Prisoner.,18,1
Chinese Official Vows Punishment Over Shenzhen Landslide.,11,0
Vow of Freedom of Religion Goes Unkept in Egypt.,13,1
French Architect Arrested in Chinese Inquiry.,8,0
"Catholic Priests Abused 1,000 Children in Pennsylvania, Report Says.",18,1
Palestinian Said to Be Killed by Israeli Soldiers.,10,0
U.S. Officers Kill Armed Civilians in Yemen Capital.,15,1
Space Age Relic Enters Astronomical Real Estate Market.,11,0
"As Floor Fight Looms, G.O.P. Convention Delegates Become a Hot Commodity.",20,0
"Romney, Seeking Traction, Duels With Santorum.",13,1
"‘Spend the Minimum’: After Crash, Lion Air’s Safety Record Is Back in Spotlight.",20,1
Iran Supplying Syrian Military via Iraqi Airspace.,11,1
Marriott Data Breach Is Traced to Chinese Hackers as U.S. Readies Crackdown on Beijing.,24,1
"Once Labeled a Traitor, Korean Aims to Be a Hero.",15,0
"Releasing 3 Americans, North Koreans Signal Openness to Washington.",15,1
"Texas Storm Victims Start Cleaning Up, Even as Rain Still Falls.",14,0
"Frank Moore Cross, Biblical Scholar, Dies at 91.",14,0
Obama to Name Retired General to Top Spy Post.,11,1
"No More Family Separations, Except These 900.",14,1
China’s Antigraft Campaign Expands to a Coal-Rich Northern Province.,18,0
Florida Will Seek Execution of Nikolas Cruz in Parkland Shooting Trial.,15,0
Syria Expels Jesuit Priest Who Spoke for Change.,12,0
"After Brief Split, Trump and N.R.A. Appear to Reconcile.",18,0
French Actor Arrives in Russia With Sights on Citizenship.,13,0
Support for Obama Slips; Unease on 2012 Candidates.,17,1
Talking to Kids About Racism.,7,0
Chinese Artist Repaying His Loans.,8,0
"Colorado Furor Erupts Over Charges Filed, and Not Filed, in Grisly Attack on Pregnant Woman.",22,0
"China Ends One-Child Policy, Allowing Families Two Children.",13,1
U.K. Authorizes Covid-19 Vaccine From Oxford and AstraZeneca.,17,1
ISIS Finds New Frontier in Chaotic Libya.,12,1
Germany 101: Refugees Get Guidebook to Their New Home.,16,0
"Forrest S. McCartney, a Top NASA Official, Dies at 81.",17,0
"Greece, 10 Years Into Economic Crisis, Counts the Cost to Mental Health.",18,0
Judge Blocks Attempt to Post Blueprints for 3-D Guns.,15,1
"After Google’s Stand on China, U.S. Treads Lightly.",17,1
"Trump Speech to Bring 1,000 West Point Cadets Back to Campus.",19,1
Reconsidering Melbourne’s Public Housing Lockdown.,12,0
"After Visa Ban, Hints of Hidden Tension on Mississippi Campus.",13,1
 ‘American Sniper’ Trial Sets Town on Edge.,11,0
Republicans’ First Step Was to Handle Extremists in Party.,13,1
"In Turkey, Mourning the Dissident Khashoggi While Cracking Down on Dissent.",17,0
Wyclef Jean Says He’ll Challenge Election Ruling.,13,0
"As Hong Kong Presses for More Democracy, Friction With Beijing Rises.",14,0
U.S. Consolidates Forces in Europe to Save Money.,14,0
Far Right in Eastern Europe Makes Gains as Syrians Arrive.,12,1
‘You Could Lick the Benches’: Life for the First Wave of U.S. Survivors.,21,1
"Israel Cracks Down on Lehava, a Group Tied to Anti-Arab Acts.",17,0
Agents Pore Over Suspect’s Trip to Russia.,12,0
Birth Control Rule Altered to Allay Religious Objections.,12,1
European Leaders Agree to Use Bailout Fund to Aid Banks.,13,0
"In Italy, Matteo Renzi Aims to Upend the Old World Order.",16,0
"Justices, 5-4, Tell California to Cut Prisoner Population.",16,1
Kashmir Clash With Soldiers From India Kills Pakistani.,11,0
"Indian Candidate’s Biography Has an Asterisk: A Wife, of Sorts.",18,0
"British Austerity Is ‘Inflicting Unnecessary Misery,’ U.N. Poverty Expert Says.",22,0
Unearthing Doubts About Caravaggio’s Remains.,13,0
U.S. to Decide Soon on Restoring Military Aid to Egypt.,16,0
"As China’s Economy Falters, Military Parade Offers Chance to Burnish Image.",18,0
An Entry Reserved for Those With Guns.,9,0
Georgia Knocks Stalin Off His Pedestal.,10,0
Shooting Suspect Waives Bail and Is Ruled ‘a Danger’.,15,1
Tunisian Forces Kill 3 Senior Leaders of Insurgent Group.,14,0
Dry Brush and Winds Feed Blazes in California.,11,0
U.K.’s New Immigration Rules Will Restrict Low-Skilled Workers.,18,0
Fire Kills 38 at Seniors Home in China.,12,0
House-Hunting in Hong Kong With the App That Sees Dead People.,15,0
Global Retailers Join Safety Plan for Bangladesh.,9,1
Rev. John Vakulskas Dies at 76; Carnivals Were His Parish.,20,0
"Trading Concessions on Recovery Plan, Negotiators Set Week’s End Deadline for a Deal.",20,0
"As Syrians Fight, Sectarian Strife Infects Mideast.",15,1
Common Response After Killings in Oregon: ‘I Want to Have a Gun’.,17,1
Kim Says He’d End North Korea Nuclear Pursuit for U.S. Truce.,19,1
Anthony Weiner and Huma Abedin to Separate After His Latest Sexting Scandal.,16,1
Midterms Give Parties Chance for Sweeping Control of States.,13,1
‘A Bomb on the Doorstep’: Venezuela Fishermen Fight an Oil Giant.,17,0
Justice Department Sets Sights on Wall Street Executives.,11,1
Senate Seat of Baucus Is Filled in Montana.,11,0
The Propaganda I See on My Morning Commute.,10,0
Cuban Experts Insist No Proof Exists of Attack on Diplomats.,14,0
"As Elkhart, Ind., Goes, So Goes the Nation, and Elkhart Is Nervous.",20,1
Belarus Says Suspects Confessed to Subway Bombing.,12,0
"Turkey Seizes Assets of Reza Zarrab, Witness in Sanctions-Evasion Case.",18,0
German Court Says a Hangover Is an Illness.,11,0
Nigeria Finds a National Crisis in Every Direction It Turns.,12,0
China Struggles for Balance in Response to North Korea’s Boldness.,16,0
Democrats Retain Edge in Campaign Spending.,9,1
"Starting a Papacy, Amid Echoes of a ‘Dirty War’.",14,1
Hamas Finds Itself Aligned With Israel Over Extremist Groups.,14,0
"Preparations for Rio Olympics ‘the Worst,’ Committee Official Says.",14,0
"Agencies Clashed on Classification of Clinton Email, Inquiry Shows.",13,1
Ruling Backs Forest Service in Limiting Roads in the Wild.,14,0
Trump’s Claim of Total Authority in Crisis Is Rejected Across Ideological Lines.,17,1
Where Burning Effigies (Not Just Guy Fawkes’s) Is Part of the Fun.,21,0
Theories Grow Without Facts on Lost Flight.,10,1
Jeb Bush’s Team Plots Vast Effort to Win Florida.,13,1
U.S. to Send Up to 300 Military Advisers to Iraq.,19,1
"With Longer Reach, Rockets Bolster Hamas Arsenal.",11,1
"Nancy Pelosi, Icon of Female Power, Will Reclaim Role as Speaker and Seal a Place in History.",22,1
Israel Intensifies Training of Settler Security Teams.,11,0
New State Rules Raising Hurdles at Voting Booth.,11,1
Doctors Without Borders Says Yemen Hospital Is Destroyed.,11,0
Ted Cruz-John Kasich Alliance Against Donald Trump Quickly Weakens.,15,1
Obama Facing Rising Pressure on Keystone Oil Pipeline.,12,1
A Chinese Virtue Is Now the Law.,9,0
John Kasich’s Appeal to Moderates Gains Traction in New Hampshire.,16,1
Agony Sets In as Medics Focus on the Survivors.,13,1
A New Verb in Mexico: Trumpear (From ‘to Punch’).,16,0
"Despite Cuts, U.S. Army Prepares for Threats in Europe.",16,0
White House Rattled by a Military Aide’s Positive Coronavirus Test.,15,0
"Goat Meat, Not Beef, Found in Home of Indian Killed Over Cow-Slaughter Rumors.",20,0
The Offshore Game of Online Sports Betting.,9,1
"Trump Attacks Amazon, Saying It Does Not Pay Enough Taxes.",13,1
"Sean Connery, Who Embodied James Bond and More, Dies at 90.",19,1
"At Vatican, Mayors Pledge Climate Change Fight.",11,0
Deadly Earthquake Hits Northern Italy.,7,0
"In Last Rush, Trump Grants Mining and Energy Firms Access to Public Lands.",16,1
"With 1.2 Billion People, India Seeks a Good Hangman.",17,0
‘You Have to Pay With Your Body’: The Hidden Nightmare of Sexual Violence on the Border.,20,1
Arrest of ’70s Rock Star Widens Sexual Abuse Case Tied to BBC.,18,1
Liberals Hope Elizabeth Warren Will Serve as Clinton’s Scrutinizer in Chief.,18,1
A Run on Bug Spray Amid Fears of West Nile Virus.,13,0
The Blockbuster That Wasn’t: Mueller Disappoints the Democrats.,16,1
Covering Ebola Didn’t Prepare Me for This: I Volunteered for the Covid-19 Vaccine Trial.,25,0
Veteran Union Activist Fasts to Support Rights for Illegal Immigrants.,14,0
Richard Dawkins Event Canceled Over Past Comments About Islam.,12,0
"Presidents Have Declared Dozens of Emergencies, but None Like Trump’s.",18,1
Dangerous Fruit: Mystery of Deadly Outbreaks in India Is Solved.,14,0
"Warren Draws Fire From All Sides, Reflecting a Shift in Fortunes in Race.",18,1
"Pro-Russian Fighters Routed From Stronghold, Ukraine Says.",13,1
Turkey’s Push to Join Battle for Mosul Inflames Tension With Iraq.,17,1
"Edward Chambers, Early Leader in Community Organizing, Dies at 85.",16,0
Fight on Guns Is Being Taken to State Ballots.,12,1
Venezuela Opens Inquiry Into a Critic: Its Attorney General.,12,0
Trump Bypasses Republicans to Strike Deal on Debt Limit and Harvey Aid.,15,1
Court Grants Secrecy for Memo on Phone Data.,11,0
A Run on Bug Spray Amid Fears of West Nile Virus.,13,0
"Texas Twins Campaign, but They Aren’t Sure for What.",14,1
Israeli Soldier Discharged Over Killing of Unarmed Palestinian.,12,0
"Trump Hits Back at Pelosi, Upending Her Trip to See Troops.",15,1
"Gov. Mike DeWine of Ohio Tests Positive, Then Negative, for Coronavirus.",17,0
Jason Rezaian’s Life in Iranian Prison Is ‘Ever More Difficult’.,16,0
Assignment America: Selma.,6,1
Scaling Caste Walls With Capitalism’s Ladders in India.,13,1
"The Language Divide, Writ Small, in Belgian Town.",12,0
"Romanian Prime Minister, Accused of Graft, Is Indicted.",16,0
"Kentucky, Beacon for Health Law, Now a Lab for Its Retreat.",15,1
Iraq’s Premier Endorses a Recount of the Vote.,14,0
Young Iranians Step Up With Their Own Quake Relief.,12,0
"Andreas Lubitz, Who Loved to Fly, Ended Up on a Mysterious and Deadly Course.",19,1
Afghan Leader Forces Out Top 2 Security Officials.,11,0
