prompt,prompt_len,target
"somebody smuggle me to sydney, i'll be your slave for eternity",16,1
well its time to hit the hey stack night yalls  TOMORROW IS MOTHERS DAY!,20,0
"@SoccerGameBall i use to breathe soccer, live soccer.until i hurt my knee badly  sad day that was.pass my link around?",31,0
@johnnyrcooper go to bed mister! u need your beauty sleep,15,0
"@heyitskesa: Omg! I never got your message so I didn't notice until I was looking back a ways! Sorry, that was a good idea though...lol",39,0
"@1mgoldstars morning  about to tackle armhole prob - may have a solution not involving tape, will update you!",27,0
@great_northern http://twitpic.com/4wiqv - Awwww she looks like one of my kitty  little furry balls are the best!,34,1
i have the bigggest headache,8,0
Thinking about all of the cleaning and organizing that needs to be done over the weekend!,18,0
@Serenity265 Thanks hun! Next time we'll all go again,17,1
Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,34,0
@YankeeGirl20 besides I haven't had strep for like 10 years because of that reason. I'm more tired than anything else,34,0
wonderful Gerrard scores 2 and we're at the top of the league for the moment.. Hopefully City helps us today..,26,0
i feel like watching a disney movie...too bad we dont have a vcr anymore,18,0
If I smile at you will you follow me please lol,12,1
Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,25,1
hmm... now what to do today... i suppose i could revise for my science test :/ or i could just eat cookies and watch films,28,0
@clairmc my riding time has been dismal too during these rainy weeks.  haven't been able to make myself to go to the gym instead.,33,0
nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,21,1
"Everyone going to the hometown show is excited they get to go on Thames Street. I'M GONNA SEE THE ORIGINAL THAMES RIVER, BITCH. ohhhh.",34,1
I want a new UI  But I don't want to actually set it up myself.,20,0
&lt;-----bored to death,8,0
@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n),35,0
@nsingman i got followed by one that says she doesn't talk to &quot;god people&quot;-i wonder if she talks to &quot;goddess people?&quot;,40,0
I just went to Metro Diner for the first time. It was awesome.,16,1
this weekend was a very relaxing one.. i was at my cousin's place and watch a tv series &quot;Tru Calling&quot; really cool,32,1
Omg I can't believe jay leno is going off the air,15,0
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,19,1
A long day with the family.   I'm so tired now.  Had fun!,20,1
my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,24,1
"@wendy_fred6 It's REALLY cool! No, I'm on a PC now, I don't have a Mac  well I do but it's ooooooooold  I do have an iphone tho",48,1
Top cashier at work today! woot woot! now off to have a drink...,19,1
@MariahCarey can your 500 hrs of beautey school fix that?  haha,21,1
@RubyRose1 you must love sydney more  dont leave us sydney kids  xx,18,1
listening to the falling rain...lalala,9,1
back to athens. ????? ? ??????,9,1
@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn,25,1
@bellagm yes that sucks. i miss you,12,0
Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,25,1
(@JMBuckett) Oh snap... kinda nuts right now... @basedmagazine:  I've told at least 27  Thanks babes.,33,1
"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night",27,0
@julienviet Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,32,1
@charmainelhs then you must insist you write essays the twitter way - no more than 140 characters,25,1
feeling nice... got a big ass smile on my face for no reason  @mralister take my ass to sleep right? lol,28,1
"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo.",33,0
"wooo am recovering from running race for life yest!!! i managed 36 mins 44secs, not bad for absolutley no trianing",32,1
Darn it my DS died    x,8,0
out shopping....,4,1
@MarvetBritto Awesome! that's how I wanna roll when I become mogul status,21,1
"Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here, please help a girl out",31,1
"@RachaelPhillips wow!! you really are a pretty talented lady, most impressed",16,1
@VIVIatTheDisco Good luck on your first day !!!!,14,1
watching greys anatomy and just about to take blueberry muffins out of the oven mmm yummy  finished geoggers study notes yay!!,27,1
@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.,27,0
@ericajo42 @saynerd01 oh look! it's our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpg  hahha i wish,49,0
"@bwmson And so very you.  You know I say it w/ nothing but love, dude.",23,1
@michaelBchevre and all chevre: please follow me at @elishevabalas for chevre only   I'm using @eliseven for public tweeting!  Thanks!,39,1
"@jpadamson don't wait on Red, could be ages. I know what you mean, though. Really looking for a new job",31,0
AHHHH! Cant find anything because I have way too much open,14,0
@Catwoman123 Have a good one,11,0
ok.  i got my nails done to day an the are sweet.,16,1
"@spumante hahaha! Yes, I do",11,1
"@Desert_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",34,1
@darrendoyle Oh I had lots put on my desk during those years  I guess if they've done it to you then it would be ok to do it back lol,37,1
FINALLY GOT THE BIKE I WANTED!,9,0
@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,36,0
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,19,0
@ShannonGrissom @grannypig #followfriday thank you!  I'm still not even close to what I had as @GottaLaff,33,1
Missing brandon. Wanting to talk to anthony. Sadshoes,14,0
Tomorrow it will be a warm day..  For some reason I don't like the sun that much. xD But I'll go swim! ;D So that's better. xD,40,1
@dravenxiv Oh no! Hope you find your voice soon,14,0
is sad his wife is in Florida while he's sick in Lexington...,16,0
"@DWsRoseC i didn't have many in there, just 8, and the 1 that got deleted was just sent 2 days ago  and  i cried is on the rr... and i am",46,0
@Sarahhlouisee thankyou  how is ur night?,15,1
@LaylaNatalie nowhere babe  ice come to do a few jobs here this morning *sigh*,21,0
i dyed my hair back to super black again!,11,1
@totalgunner Ive twitpic-we him before so you might be able to find him LOL. Aw thats so sad!  ooh piranhas? Scary lol,34,0
this one's for the children..the children of the world....again i say happy mommies day to all and me too,27,1
@kitankhamun Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time &amp; lots of smiley faces!,44,1
"@prempanicker Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).",34,0
"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",31,0
"@TimmyTenga awesome, I'm looking at sourcing some as well.",17,1
"loves surprises, but is never surprised",8,0
Gonna go watch Shorty Street &amp; then prison break marathon then bed maybe. Nobodies texting me!,24,0
Had an awesome pedicure today!!,7,1
@MiaOMal i'm not partying tonight,11,0
@Brittanya69 you are so sexy mama!,12,0
"@jamieaiken919 *JEALOUS* I desperately wanna go shopping, but alas, I have no cash.",27,0
Broke the laptop again...,6,0
Rachmaninoff makes me a happy panda.,11,1
Pinkberry,3,1
@aquafreak123   me too.  it depresses me thinking about it.,21,0
Guten Morgen/ Good Morning/,7,1
@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.,24,1
@lisibo &quot;grace and skills of a newborn giraffe &quot; is a great visual aid!    Fabulous language to use as an example for kids.  Thx!,37,1
"@Escape2TheStars it's ok.  I'll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.",40,1
@ExocetAU i always have those for my Champions League parties  Tis awesome,18,1
I dont like the dentist...they make my gums hurt,12,0
@karriedaway you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,26,1
@marykayte lucky! I still want those blue ones,13,1
@simoncurtis HAHA ...Your Hotter Than Justin Timberlake,14,1
@tommcfly i can't believe that you guys are gonna stay just one day here in Rio de Janeiro again,25,0
Crisis: forgot my fringe comb  I'm with men....no one will help me,19,0
"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i'm on tablets!",24,0
@LifeCoach2Women  i wasn't able to go the conference.so I didn't get the outline.. however I have been doing my own &amp; it's coming along.,42,0
"@McCainBlogette Congrats!  I cuss like that in a matter of minutes, But didn't know until now there is a reward for it.",34,0
@GinJam it was an adventure to say the least. I've been to nicer parts of Norf London but will stick with the south for today,32,1
@Stephkerchner heard through the grapevine that we might see you around today. Looking forward to meeting you.,24,1
"@MikeHuntington oops, me and my drunken stupor lol. Ima check it out",19,1
MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,21,1
The stress of recital is gone!!  It went so well  And Star Trek is my new favorite movie!!! I wish I was in space =/,31,1
@LittleFletcher oh yeah...haven't seem that in ages!! got to watch that soon!! thanks for reminding me!!,26,1
omg i just slept like 18hrs in the last 22hrs...  i think i'm dying or something   reminds me of catcher,33,0
@honorsociety luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!?!?!?!!??!,32,0
@jocalling hope our wishes come true someday.,11,1
"@bingofuel Why yes, we did see @CaryWilliams tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure",39,1
"@duck_ily Thanks for coming out, cuz",11,1
Friday night is never as fun as it should be when you have work on Saturday morning,18,0
@vansunder is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,21,1
watching two of my patients die tonight has put me in a funk. one was young.,19,0
"@MiaMiaDC Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",35,1
finally packed...thinking its time for some sleep! Ready for Chicago!,15,1
Home with Maddie  I'm tired.. Goin' to bed afterwards,16,0
"Good night all, 15 miles of trails with 7 peeks to climb in the morning, fun times ahead",25,1
@teleject Grrrrrrrr................,7,0
attics to eden out today !,8,1
aw got orthodontist today,6,0
OOUCHHHH I just pinched my own nipple by accident trying to fix my top,18,0
"@JasonBradbury Not addicted, just sociable.",11,1
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",24,0
Got some beautiful flowers and a mag subscription for Mother's Day  Spoilt! &lt;3,22,1
Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,36,1
I'm terrified about the surgery next week,10,0
@TheMandyMoore boston needs one too,9,0
@gracieh89 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn't have it.,39,0
"cALL mE wiErD, bUt I jUs LuV rAiNy DaYs! MaKeS mE feeL sO waRm &amp; cOzY iNsIdE  LoL",45,1
@Tayler_Nicole wow you are lucky  happy birthday!,14,1
@dduane *waves back* Have a good day,13,1
"@JBCP Separate desks, computers, and sides of the room with short dividers...but, we're thinking we need them to extend to the ceiling",33,1
Oh no!!!!! It's raining on our Sea World parade  http://yfrog.com/0wvnpj,24,0
is very hungover,5,0
@charavel nice! now gimmeh some nice stuff,12,1
@ProudKiwi thanks for the message - just worked out how to see them and reply!,19,1
"So I played this game , yeahhhhh I lost  I'm inlove ughh....really cause I'm such a fool.",29,0
@Pharriell nothing  let's stay quiet together. ps: did you cry?,20,0
Trying to figure out how this works  ... BOO,11,0
@1capplegate still sad about Samantha Who?,11,0
"@steveplunkett  Hey, I need a car too. I'll dm you my address.",23,1
@dilyaela nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,21,0
